request_id,acquired_time,on_worklist_time,triaged_time,dictation_complete,report_signed_time,report_sent_time
RQ03040,2024-10-27 20:05:15.287318800,2024-10-28 00:08:35.490544000,2024-10-28 09:51:29.764601200,2024-10-28 13:43:23.008820800,2024-10-28 16:01:46.443474400,2024-10-28 19:01:42.229717600
RQ03041,2024-03-10 08:37:38.033885600,2024-03-10 12:08:30.342094399,2024-03-10 19:02:09.527239999,2024-03-10 23:45:06.590238799,2024-03-11 02:16:47.769855199,2024-03-11 04:52:47.942435599
RQ03042,2023-02-02 23:33:04.003090000,2023-02-03 03:03:43.419947199,2023-02-03 12:32:12.111869199,2023-02-03 17:02:33.353636799,2023-02-03 19:22:27.116642799,2023-02-03 22:00:00.969650799
RQ03043,2023-03-27 04:41:46.248922400,2023-03-27 09:08:27.104331200,2023-03-27 16:25:04.740906800,2023-03-27 20:21:30.490017200,2023-03-27 22:58:03.530792000,2023-03-28 01:43:09.707794400
RQ03044,2024-09-01 00:13:07.848490400,2024-09-01 04:07:09.588287600,2024-09-01 12:48:43.884489200,2024-09-01 16:35:44.531840000,2024-09-01 18:55:54.463990400,2024-09-01 21:32:35.752253600
RQ03045,2024-04-01 09:37:42.388478800,2024-04-01 12:47:58.495826800,2024-04-01 20:22:39.516416800,2024-04-02 01:25:43.358866000,2024-04-02 04:23:30.687486400,2024-04-02 06:55:12.373100800
RQ03046,2023-10-01 10:11:28.055168800,2023-10-01 13:23:45.530760400,2023-10-01 22:16:33.606353200,2023-10-02 01:29:35.641376800,2023-10-02 04:10:27.791780800,2023-10-02 06:56:10.682447200
RQ03047,2023-06-12 05:53:55.236895599,2023-06-12 09:22:47.550131199,2023-06-12 16:28:31.074252399,2023-06-12 20:49:25.357315599,2023-06-12 23:25:00.063715599,2023-06-13 01:52:20.985374799
RQ03048,2023-12-11 20:27:04.395345200,2023-12-11 23:21:16.231014800,2023-12-12 07:43:33.706488800,2023-12-12 11:37:29.667796400,2023-12-12 14:04:05.011763600,2023-12-12 16:11:58.936089200
RQ03049,2024-03-16 06:11:37.737028800,2024-03-16 09:05:30.644402400,2024-03-16 17:51:38.146112400,2024-03-16 21:56:47.205986400,2024-03-17 00:21:41.583187200,2024-03-17 03:17:35.588966400
RQ03050,2023-06-13 15:52:30.085374399,2023-06-13 19:55:39.869594799,2023-06-14 03:41:08.511086799,2023-06-14 06:58:42.647228799,2023-06-14 09:59:25.666235199,2023-06-14 12:44:51.811728399
RQ03051,2024-07-30 19:38:20.175959200,2024-07-30 23:28:36.740306800,2024-07-31 10:14:25.335072400,2024-07-31 14:11:24.542122000,2024-07-31 17:07:15.943571200,2024-07-31 19:27:55.119914800
RQ03052,2023-02-16 19:41:46.483606400,2023-02-17 00:05:16.679030000,2023-02-17 08:02:27.615300800,2023-02-17 11:04:53.548014800,2023-02-17 13:45:05.921655200,2023-02-17 16:17:11.660882000
RQ03053,2023-08-26 09:13:11.933146400,2023-08-26 12:29:12.393296000,2023-08-26 22:52:27.687160400,2023-08-27 02:55:39.264458000,2023-08-27 05:39:53.628888800,2023-08-27 07:57:53.963177600
RQ03054,2024-01-23 20:55:32.975322000,2024-01-23 23:46:38.598687600,2024-01-24 06:29:14.060188800,2024-01-24 10:49:35.295028800,2024-01-24 13:08:44.041719600,2024-01-24 15:21:52.410493200
RQ03055,2024-03-22 13:01:59.191196800,2024-03-22 16:53:05.741472400,2024-03-23 01:33:49.014751600,2024-03-23 06:03:43.438085200,2024-03-23 08:28:39.387978400,2024-03-23 11:40:36.278852800
RQ03056,2023-10-13 16:24:08.524813200,2023-10-13 19:18:55.041828000,2023-10-14 04:07:38.742721200,2023-10-14 08:08:13.137970800,2023-10-14 10:35:14.857683600,2023-10-14 13:11:25.488094800
RQ03057,2023-06-30 13:02:33.255249600,2023-06-30 17:02:49.449269999,2023-07-01 00:28:07.810405199,2023-07-01 04:11:19.515007199,2023-07-01 06:55:00.524048399,2023-07-01 10:10:04.638481199
RQ03058,2024-01-10 03:35:07.107093600,2024-01-10 06:27:43.361949600,2024-01-10 15:36:06.802214400,2024-01-10 19:41:57.878415600,2024-01-10 22:21:00.416656800,2024-01-11 00:57:37.491012000
RQ03059,2024-06-03 00:49:41.694110000,2024-06-03 04:30:36.690947600,2024-06-03 11:59:12.231192800,2024-06-03 16:20:19.210955600,2024-06-03 18:59:19.319582000,2024-06-03 21:28:38.423985200
RQ03060,2023-04-23 19:28:34.713296800,2023-04-23 22:35:00.120415600,2023-04-24 07:02:42.918180400,2023-04-24 11:16:54.007057600,2023-04-24 13:46:12.162983200,2023-04-24 16:01:42.337607199
RQ03061,2023-04-26 10:49:43.889880400,2023-04-26 14:12:47.383394800,2023-04-26 22:26:59.198370400,2023-04-27 02:46:19.617287200,2023-04-27 05:36:43.048613200,2023-04-27 08:06:17.370245200
RQ03062,2024-03-03 23:11:18.450105600,2024-03-04 02:25:53.832182400,2024-03-04 12:36:53.590858800,2024-03-04 17:26:13.210719600,2024-03-04 20:03:55.547606400,2024-03-04 22:32:09.410743200
RQ03063,2024-01-13 22:40:46.139520400,2024-01-14 03:02:12.598397200,2024-01-14 11:14:48.565871200,2024-01-14 15:03:23.656302400,2024-01-14 17:57:16.005978400,2024-01-14 19:58:12.516838000
RQ03064,2024-11-11 01:42:22.357921200,2024-11-11 04:48:13.445005200,2024-11-11 13:48:19.298637600,2024-11-11 17:31:29.893161600,2024-11-11 19:29:35.022838800,2024-11-11 21:53:07.465310400
RQ03065,2024-11-27 02:48:15.455994800,2024-11-27 06:16:13.966146800,2024-11-27 14:23:55.604378000,2024-11-27 18:52:57.416958800,2024-11-27 21:17:20.421466400,2024-11-27 23:42:51.044612000
RQ03066,2023-03-26 04:06:06.810786800,2023-03-26 07:43:23.578846400,2023-03-26 15:07:18.791289200,2023-03-26 18:16:13.363547600,2023-03-26 20:37:24.272624000,2023-03-26 23:27:56.303277200
RQ03067,2024-03-25 19:27:56.626628800,2024-03-25 23:35:15.558446800,2024-03-26 08:05:24.755521600,2024-03-26 11:49:34.497829600,2024-03-26 14:46:01.059643600,2024-03-26 17:06:22.480747600
RQ03068,2023-07-02 21:43:51.943098400,2023-07-03 01:24:11.283494800,2023-07-03 08:37:09.334139200,2023-07-03 12:35:27.315938800,2023-07-03 14:46:09.581938000,2023-07-03 17:22:14.485897600
RQ03069,2023-04-02 18:24:32.526372800,2023-04-02 22:13:31.167971600,2023-04-03 05:05:13.369868000,2023-04-03 08:24:35.951409200,2023-04-03 11:01:45.232448000,2023-04-03 13:30:55.293395600
RQ03070,2023-08-26 15:46:42.565435200,2023-08-26 19:13:10.887940800,2023-08-27 03:02:57.424364400,2023-08-27 07:14:10.539346800,2023-08-27 09:52:57.051878400,2023-08-27 12:46:39.655666800
RQ03071,2023-04-02 21:16:59.037876800,2023-04-03 01:16:51.427433600,2023-04-03 09:52:06.490095200,2023-04-03 14:18:17.933572400,2023-04-03 16:28:22.622732000,2023-04-03 19:02:31.318835600
RQ03072,2024-10-20 01:08:20.285795200,2024-10-20 03:57:12.142999600,2024-10-20 13:44:41.676674800,2024-10-20 18:37:06.786658000,2024-10-20 21:20:17.305686400,2024-10-20 23:32:02.820906400
RQ03073,2024-04-29 09:53:22.030433200,2024-04-29 13:47:08.648880400,2024-04-29 20:27:35.747161600,2024-04-30 00:47:52.964398000,2024-04-30 03:19:49.592892400,2024-04-30 05:45:35.076780400
RQ03074,2023-01-05 13:04:33.082510000,2023-01-05 17:18:19.372592800,2023-01-06 02:04:55.764979600,2023-01-06 05:59:58.863522400,2023-01-06 08:30:36.473017600,2023-01-06 11:01:47.218356400
RQ03075,2024-09-25 01:40:36.221088000,2024-09-25 05:49:15.501439200,2024-09-25 14:02:23.335137600,2024-09-25 18:31:01.221531600,2024-09-25 20:52:50.653369200,2024-09-25 23:30:30.162614400
RQ03076,2023-05-21 02:58:33.172496000,2023-05-21 06:59:29.256957200,2023-05-21 16:47:04.044072800,2023-05-21 20:36:36.291405200,2023-05-21 23:00:20.865282800,2023-05-22 01:31:55.499767999
RQ03077,2023-10-10 09:08:25.331766000,2023-10-10 13:57:48.965860800,2023-10-10 20:16:55.246458000,2023-10-11 01:37:30.762469200,2023-10-11 04:19:00.527718000,2023-10-11 06:53:31.344151199
RQ03078,2024-03-18 15:07:19.452537600,2024-03-18 18:36:06.614223600,2024-03-19 02:02:17.129106000,2024-03-19 06:43:41.775529200,2024-03-19 09:25:03.287068800,2024-03-19 12:31:07.877220000
RQ03079,2023-06-25 17:27:02.453800400,2023-06-25 21:01:16.869990799,2023-06-26 04:55:26.217793999,2023-06-26 08:44:13.360355599,2023-06-26 10:55:41.998260799,2023-06-26 13:44:38.921705599
RQ03080,2024-07-30 05:28:23.770515600,2024-07-30 08:56:58.742918400,2024-07-30 17:27:09.341174400,2024-07-30 21:14:47.485542000,2024-07-30 23:45:03.901768800,2024-07-31 02:36:34.896566400
RQ03081,2024-03-19 19:04:45.512934400,2024-03-19 23:20:36.250852000,2024-03-20 06:14:01.856311600,2024-03-20 09:45:09.131772400,2024-03-20 11:54:25.052930800,2024-03-20 14:18:44.982386800
RQ03082,2024-01-29 01:44:41.328201600,2024-01-29 05:27:48.035647200,2024-01-29 14:37:40.412353200,2024-01-29 18:25:51.467197200,2024-01-29 21:06:11.357850000,2024-01-30 00:05:11.593177200
RQ03083,2024-04-02 11:44:26.107228000,2024-04-02 15:05:59.772170800,2024-04-02 23:09:57.784630000,2024-04-03 02:19:41.666909200,2024-04-03 04:58:53.868464800,2024-04-03 07:13:12.631710400
RQ03084,2024-08-20 11:28:10.294278799,2024-08-20 14:45:14.598099198,2024-08-20 22:14:37.172106798,2024-08-21 01:45:15.595021998,2024-08-21 04:24:59.874391998,2024-08-21 07:10:37.109137998
RQ03085,2024-10-06 03:02:27.144963200,2024-10-06 07:26:22.909736000,2024-10-06 15:28:26.384962400,2024-10-06 19:28:01.259507600,2024-10-06 21:59:05.309807600,2024-10-07 00:22:50.565507200
RQ03086,2024-08-11 09:16:01.215818000,2024-08-11 12:34:48.860586800,2024-08-11 21:12:51.201600800,2024-08-12 00:17:18.840900800,2024-08-12 02:20:19.349141600,2024-08-12 04:45:23.190746000
RQ03087,2023-05-09 04:04:02.130033600,2023-05-09 06:51:32.051479200,2023-05-09 15:40:06.115770000,2023-05-09 19:26:57.243550800,2023-05-09 21:41:43.674070800,2023-05-10 00:20:14.828005200
RQ03088,2023-12-24 04:05:19.396724000,2023-12-24 08:10:15.682649600,2023-12-24 14:23:29.327421200,2023-12-24 17:55:41.739611600,2023-12-24 20:14:56.966838800,2023-12-24 22:57:59.394251600
RQ03089,2024-02-23 21:58:44.082282800,2024-02-24 01:46:19.568223200,2024-02-24 09:30:22.410368000,2024-02-24 12:53:58.502955200,2024-02-24 14:59:53.007022400,2024-02-24 17:52:08.403914000
RQ03090,2023-12-08 07:04:07.880067600,2023-12-08 10:23:30.530008800,2023-12-08 20:02:56.698686000,2023-12-08 23:11:30.377970000,2023-12-09 01:46:22.500448800,2023-12-09 04:06:06.570361200
RQ03091,2023-05-27 03:42:13.057524000,2023-05-27 06:44:03.616670400,2023-05-27 15:24:11.718493200,2023-05-27 18:29:57.000429600,2023-05-27 21:27:54.540828000,2023-05-28 00:20:27.842589600
RQ03092,2023-08-21 09:56:44.770563200,2023-08-21 13:38:32.140143200,2023-08-21 22:35:58.516382000,2023-08-22 02:40:33.614486000,2023-08-22 05:03:33.983510000,2023-08-22 07:37:48.049769600
RQ03093,2023-11-04 15:31:44.608971200,2023-11-04 19:03:26.025442400,2023-11-05 03:29:30.295095200,2023-11-05 06:58:52.052316800,2023-11-05 09:17:11.993094800,2023-11-05 11:46:10.614023600
RQ03094,2023-12-16 22:05:27.561072800,2023-12-17 00:49:37.052705600,2023-12-17 08:58:51.096222800,2023-12-17 13:22:16.508452400,2023-12-17 15:53:08.782176800,2023-12-17 18:30:30.012400400
RQ03095,2024-01-07 17:02:24.099139600,2024-01-07 20:34:16.130336800,2024-01-08 04:07:48.145540000,2024-01-08 08:02:48.655236400,2024-01-08 10:24:51.667573600,2024-01-08 12:57:37.939686400
RQ03096,2024-02-20 10:00:30.668802400,2024-02-20 12:55:04.519800400,2024-02-20 19:24:44.349302800,2024-02-20 23:27:06.961088800,2024-02-21 02:07:59.151118000,2024-02-21 05:11:57.735552399
RQ03097,2023-01-03 10:05:09.124339600,2023-01-03 14:02:16.710770800,2023-01-03 22:16:01.903210000,2023-01-04 02:19:36.527689600,2023-01-04 04:35:24.232492000,2023-01-04 06:55:09.808550800
RQ03098,2023-07-15 17:03:04.583812400,2023-07-15 20:08:01.595757200,2023-07-16 04:02:35.500665200,2023-07-16 06:47:39.523481600,2023-07-16 09:26:04.033551200,2023-07-16 11:43:26.509606399
RQ03099,2023-04-10 02:03:37.999455600,2023-04-10 05:55:18.423902400,2023-04-10 14:53:05.493380400,2023-04-10 18:50:33.448680000,2023-04-10 21:07:38.961841200,2023-04-10 23:56:34.704939600
RQ03100,2024-12-28 23:19:13.158768800,2024-12-29 02:44:29.410779200,2024-12-29 12:05:23.325281600,2024-12-29 16:16:38.803649600,2024-12-29 18:45:48.954575600,2024-12-29 21:16:50.991586400
RQ03101,2023-09-15 23:07:04.777540000,2023-09-16 02:45:03.590251600,2023-09-16 09:37:31.719580000,2023-09-16 14:13:46.582432000,2023-09-16 16:35:31.792412800,2023-09-16 19:07:50.905106800
RQ03102,2023-06-05 08:34:06.903711200,2023-06-05 11:59:52.253272400,2023-06-05 20:52:43.948366400,2023-06-06 00:51:19.300976000,2023-06-06 03:23:06.580533200,2023-06-06 06:02:59.183160800
RQ03103,2023-04-28 21:18:58.606109600,2023-04-29 01:05:45.712244000,2023-04-29 10:08:52.890816800,2023-04-29 14:38:39.615755600,2023-04-29 16:54:22.875699200,2023-04-29 19:56:33.413258000
RQ03104,2023-06-04 22:39:45.816022000,2023-06-05 01:50:49.650150400,2023-06-05 09:42:33.610387600,2023-06-05 13:07:34.344065200,2023-06-05 15:42:36.552264400,2023-06-05 18:31:55.601543200
RQ03105,2024-03-11 23:19:18.455234000,2024-03-12 03:03:12.664456400,2024-03-12 11:53:25.317508400,2024-03-12 14:55:21.379560800,2024-03-12 17:28:29.563541599,2024-03-12 20:11:12.736617199
RQ03106,2024-04-12 16:20:40.804252400,2024-04-12 19:14:49.928618000,2024-04-13 02:33:33.951365600,2024-04-13 06:27:57.247340000,2024-04-13 08:44:26.530281199,2024-04-13 11:30:26.546619199
RQ03107,2024-03-07 08:02:43.408859200,2024-03-07 11:44:00.076199200,2024-03-07 20:59:29.576186800,2024-03-08 01:18:51.381114400,2024-03-08 03:53:57.438887199,2024-03-08 06:07:54.832305999
RQ03108,2023-05-20 04:31:42.696799600,2023-05-20 08:39:42.699386800,2023-05-20 16:19:57.991619200,2023-05-20 19:55:41.216047599,2023-05-20 22:39:16.162155999,2023-05-21 00:42:30.201317199
RQ03109,2023-04-04 11:12:12.408293200,2023-04-04 15:27:06.628892800,2023-04-04 23:04:14.461108000,2023-04-05 03:11:30.418400800,2023-04-05 05:43:19.530610000,2023-04-05 08:38:06.315144400
RQ03110,2023-08-10 07:02:03.203595999,2023-08-10 10:21:46.317783999,2023-08-10 16:50:37.169430399,2023-08-10 20:53:26.811805599,2023-08-10 23:22:11.414100399,2023-08-11 01:21:34.082759199
RQ03111,2023-03-06 21:38:48.608808000,2023-03-07 00:50:52.864764000,2023-03-07 08:15:02.126624400,2023-03-07 12:14:11.335635600,2023-03-07 14:42:12.782073600,2023-03-07 17:17:05.006896800
RQ03112,2024-07-02 14:59:08.450106800,2024-07-02 18:15:53.886017600,2024-07-03 01:23:44.151130400,2024-07-03 06:10:44.740690400,2024-07-03 09:07:05.797737200,2024-07-03 11:23:37.000093999
RQ03113,2024-06-07 05:15:26.833968400,2024-06-07 07:50:02.824152400,2024-06-07 18:42:16.227133600,2024-06-07 23:35:45.335468800,2024-06-08 02:15:19.824912400,2024-06-08 05:06:47.080966000
RQ03114,2024-07-15 05:05:37.738055200,2024-07-15 08:15:51.482791600,2024-07-15 17:27:35.870578000,2024-07-15 22:08:16.954798000,2024-07-16 00:25:11.518105600,2024-07-16 03:00:36.952093600
RQ03115,2023-09-30 14:27:08.054728400,2023-09-30 17:55:42.287550800,2023-10-01 01:39:38.881456400,2023-10-01 06:17:13.361300000,2023-10-01 09:16:02.269292000,2023-10-01 11:32:53.518828400
RQ03116,2023-01-03 12:27:09.889467600,2023-01-03 16:23:33.273997200,2023-01-03 22:38:40.951476000,2023-01-04 03:07:37.960605600,2023-01-04 05:11:01.588964400,2023-01-04 07:37:49.468750800
RQ03117,2024-03-19 16:14:53.636364000,2024-03-19 18:57:45.630217200,2024-03-20 04:03:59.280373200,2024-03-20 07:35:43.316110800,2024-03-20 09:58:35.322756000,2024-03-20 12:34:27.956248800
RQ03118,2024-10-30 20:23:38.475500000,2024-10-30 23:24:34.934436800,2024-10-31 07:53:49.895416400,2024-10-31 11:46:54.131992400,2024-10-31 13:58:45.411741200,2024-10-31 16:53:07.560176000
RQ03119,2024-02-12 08:27:12.244185200,2024-02-12 12:03:19.340667200,2024-02-12 19:26:47.051450000,2024-02-12 23:04:42.785265200,2024-02-13 01:49:13.724596400,2024-02-13 04:25:28.326685999
RQ03120,2023-03-22 12:59:24.562463600,2023-03-22 15:38:36.821025200,2023-03-23 00:01:29.192667200,2023-03-23 03:23:31.593735200,2023-03-23 05:46:16.821519200,2023-03-23 08:51:35.831940800
RQ03121,2024-12-17 16:12:56.790046400,2024-12-17 20:14:33.418647200,2024-12-18 03:13:17.086623200,2024-12-18 07:39:31.525336400,2024-12-18 10:19:52.674092000,2024-12-18 13:04:39.906980000
RQ03122,2023-04-17 15:09:26.882734800,2023-04-17 18:58:33.281937600,2023-04-18 03:21:01.771860000,2023-04-18 08:17:40.069429200,2023-04-18 10:36:34.838954400,2023-04-18 13:35:43.709425200
RQ03123,2024-03-14 16:46:07.773574400,2024-03-14 20:08:57.942459200,2024-03-15 03:30:39.312777200,2024-03-15 07:15:47.517695600,2024-03-15 09:42:57.547677200,2024-03-15 12:44:54.635913200
RQ03124,2023-06-15 22:30:16.391447600,2023-06-16 02:37:17.731541600,2023-06-16 10:38:10.204324400,2023-06-16 15:16:39.127817600,2023-06-16 17:50:44.297476400,2023-06-16 20:12:31.901806400
RQ03125,2024-05-20 14:16:18.160226800,2024-05-20 18:30:49.184093200,2024-05-21 03:09:07.125174400,2024-05-21 07:34:02.709102400,2024-05-21 10:27:04.194436000,2024-05-21 12:58:12.542236000
RQ03126,2024-03-30 09:06:30.539868400,2024-03-30 12:47:23.395930000,2024-03-30 22:30:58.620221200,2024-03-31 02:40:00.761583999,2024-03-31 05:21:20.844636399,2024-03-31 07:58:41.553079599
RQ03127,2024-08-07 03:19:07.046251200,2024-08-07 06:33:16.613631600,2024-08-07 15:06:10.376087999,2024-08-07 19:32:30.387770399,2024-08-07 21:35:27.671120399,2024-08-07 23:44:26.437929599
RQ03128,2024-02-26 03:40:46.609741200,2024-02-26 07:55:02.432697600,2024-02-26 14:59:33.176144400,2024-02-26 19:10:06.285540000,2024-02-26 22:12:14.102701200,2024-02-27 00:54:13.228430400
RQ03129,2023-05-20 22:19:01.145641999,2023-05-21 01:23:43.520332399,2023-05-21 09:43:43.079845999,2023-05-21 13:13:51.906221599,2023-05-21 15:09:36.329859199,2023-05-21 17:46:32.859129199
RQ03130,2024-11-07 12:14:58.493817600,2024-11-07 15:29:07.403449200,2024-11-07 22:44:19.554230400,2024-11-08 02:37:55.378138800,2024-11-08 04:54:50.502747600,2024-11-08 07:44:12.080349600
RQ03131,2023-08-05 22:52:57.864678800,2023-08-06 03:11:48.338784800,2023-08-06 10:50:28.509387200,2023-08-06 14:52:34.189469600,2023-08-06 17:25:41.655545599,2023-08-06 19:54:58.821809599
RQ03132,2023-11-20 18:57:18.944060800,2023-11-20 22:40:37.946384800,2023-11-21 09:00:43.304472400,2023-11-21 13:30:42.144214000,2023-11-21 16:35:56.985911200,2023-11-21 19:28:05.525980000
RQ03133,2024-05-27 22:09:03.291703600,2024-05-28 01:57:06.139908400,2024-05-28 11:01:17.754280000,2024-05-28 14:13:16.577195200,2024-05-28 16:51:16.984465600,2024-05-28 19:25:30.677074000
RQ03134,2023-04-04 13:40:12.880084800,2023-04-04 17:21:23.065383600,2023-04-04 22:53:45.969522000,2023-04-05 03:06:57.764689200,2023-04-05 04:59:50.965011600,2023-04-05 07:58:47.002101600
RQ03135,2023-11-13 16:13:57.560248000,2023-11-13 19:10:02.217811600,2023-11-14 02:23:46.439856400,2023-11-14 05:56:57.826224400,2023-11-14 08:24:09.659251600,2023-11-14 10:44:40.310795200
RQ03136,2024-11-18 12:43:47.703010800,2024-11-18 15:27:31.599846000,2024-11-18 23:12:25.678249200,2024-11-19 03:55:06.335461200,2024-11-19 06:17:01.862847600,2024-11-19 09:04:15.941355600
RQ03137,2023-12-06 17:01:39.735250800,2023-12-06 20:49:03.188169600,2023-12-07 05:57:18.491394000,2023-12-07 10:40:03.872965200,2023-12-07 13:13:40.680481199,2023-12-07 16:01:45.838672799
RQ03138,2024-08-11 00:25:21.013214000,2024-08-11 03:43:50.875462400,2024-08-11 10:55:49.854232400,2024-08-11 15:05:41.069312000,2024-08-11 17:26:10.596874400,2024-08-11 20:14:32.327856800
RQ03139,2023-05-23 06:09:49.692518800,2023-05-23 09:58:28.527086800,2023-05-23 19:23:10.495825600,2023-05-23 22:47:38.301217600,2023-05-24 01:16:06.533473600,2023-05-24 03:56:00.737352400
RQ03140,2024-11-22 00:23:06.420051999,2024-11-22 04:48:24.416676399,2024-11-22 12:03:46.426907199,2024-11-22 16:13:28.050157599,2024-11-22 17:59:45.304983999,2024-11-22 20:43:23.951939199
RQ03141,2024-03-14 06:13:10.129709600,2024-03-14 09:41:36.077074400,2024-03-14 18:05:19.162535600,2024-03-14 21:48:23.081630000,2024-03-14 23:56:23.840523200,2024-03-15 02:14:36.216923600
RQ03142,2024-01-24 02:20:25.076232800,2024-01-24 05:11:38.843338400,2024-01-24 11:51:44.282820800,2024-01-24 15:26:50.167321999,2024-01-24 17:50:25.575883999,2024-01-24 20:28:48.002507599
RQ03143,2023-01-26 01:07:40.393246000,2023-01-26 04:09:39.447679600,2023-01-26 11:32:48.093802000,2023-01-26 15:45:54.475591600,2023-01-26 17:54:23.733179200,2023-01-26 20:21:05.087486800
RQ03144,2023-11-24 06:37:02.065997999,2023-11-24 09:43:11.745479999,2023-11-24 16:28:21.541331999,2023-11-24 20:25:44.546660399,2023-11-24 22:40:46.839946799,2023-11-25 00:27:03.939703199
RQ03145,2024-05-12 18:13:59.656477200,2024-05-12 22:10:06.083242800,2024-05-13 06:08:45.592149600,2024-05-13 10:40:03.349118400,2024-05-13 13:21:38.897086800,2024-05-13 15:42:15.605446800
RQ03146,2024-03-23 01:49:30.822476800,2024-03-23 05:29:08.880924400,2024-03-23 13:54:48.971393200,2024-03-23 17:25:00.729680800,2024-03-23 19:27:11.213261199,2024-03-23 21:43:41.147805999
RQ03147,2023-04-12 11:19:40.236435599,2023-04-12 15:40:59.133512399,2023-04-12 23:58:18.637367999,2023-04-13 04:01:05.182321199,2023-04-13 06:48:29.801125199,2023-04-13 09:49:21.463033199
RQ03148,2023-10-17 03:40:21.256229200,2023-10-17 07:59:11.537378800,2023-10-17 15:36:21.762031600,2023-10-17 20:08:52.925156799,2023-10-17 22:19:39.882913599,2023-10-18 01:14:16.065051999
RQ03149,2024-05-13 22:53:11.869756800,2024-05-14 02:56:50.233192800,2024-05-14 11:35:26.279970000,2024-05-14 14:48:16.602771600,2024-05-14 17:41:14.049643200,2024-05-14 19:59:39.992636400
RQ03150,2024-05-14 20:05:44.449616000,2024-05-14 23:40:04.510541600,2024-05-15 06:25:17.934966800,2024-05-15 09:54:54.140190800,2024-05-15 13:35:09.162804800,2024-05-15 16:52:41.097582800
RQ03151,2024-03-20 19:37:15.155851600,2024-03-20 23:19:59.504770000,2024-03-21 08:32:10.426691200,2024-03-21 11:53:25.047846400,2024-03-21 14:35:50.178920800,2024-03-21 17:29:36.320569600
RQ03152,2023-01-14 09:26:36.264106400,2023-01-14 13:38:19.966092800,2023-01-14 21:47:29.484341600,2023-01-15 02:20:39.018722000,2023-01-15 04:54:54.223031600,2023-01-15 07:03:17.829609200
RQ03153,2024-05-10 23:07:28.026258800,2024-05-11 03:16:31.530606800,2024-05-11 11:07:27.201300800,2024-05-11 14:27:16.834343600,2024-05-11 17:12:54.354868400,2024-05-11 19:54:36.149837600
RQ03154,2023-01-18 10:27:39.924539600,2023-01-18 14:03:20.159578400,2023-01-18 23:03:47.917036400,2023-01-19 03:12:26.202318800,2023-01-19 05:33:53.287822400,2023-01-19 07:40:48.806291600
RQ03155,2024-09-29 08:57:17.850460000,2024-09-29 12:54:35.056361200,2024-09-29 20:34:29.914831600,2024-09-30 01:01:44.043640000,2024-09-30 03:06:16.655583999,2024-09-30 05:24:04.062596799
RQ03156,2024-08-16 00:02:42.907611200,2024-08-16 03:36:46.583813600,2024-08-16 13:24:17.831927600,2024-08-16 18:31:37.572453200,2024-08-16 21:20:39.714076400,2024-08-16 23:21:25.170729200
RQ03157,2023-04-17 11:35:49.250829200,2023-04-17 13:34:39.319328000,2023-04-17 21:44:34.049253200,2023-04-18 02:33:18.835193600,2023-04-18 05:17:59.583117200,2023-04-18 07:22:12.878210000
RQ03158,2023-06-27 08:25:49.940082000,2023-06-27 12:31:57.643304400,2023-06-27 22:04:32.904770400,2023-06-28 02:37:49.300092000,2023-06-28 04:58:21.073388400,2023-06-28 07:00:57.765595200
RQ03159,2024-02-10 14:59:58.533432000,2024-02-10 18:53:16.412470800,2024-02-11 00:54:57.460100400,2024-02-11 04:26:01.723236000,2024-02-11 06:39:10.618912800,2024-02-11 09:28:16.287790800
RQ03160,2024-06-17 03:53:17.419902800,2024-06-17 07:15:22.792371200,2024-06-17 14:50:12.667402400,2024-06-17 18:16:26.465729600,2024-06-17 21:03:49.078160000,2024-06-17 23:26:44.037449600
RQ03161,2024-01-01 13:44:10.455439200,2024-01-01 16:32:22.986682800,2024-01-02 00:02:51.888724800,2024-01-02 05:01:48.588585600,2024-01-02 07:36:01.980684000,2024-01-02 10:03:12.190078800
RQ03162,2024-10-10 09:56:18.888827600,2024-10-10 13:00:13.979530400,2024-10-10 21:27:27.288633200,2024-10-11 01:54:24.762243200,2024-10-11 04:28:56.163262399,2024-10-11 07:03:52.208376799
RQ03163,2023-12-24 00:14:12.564735600,2023-12-24 03:02:04.360148400,2023-12-24 11:24:45.455593200,2023-12-24 15:37:47.833430400,2023-12-24 18:12:36.574702800,2023-12-24 20:38:36.926860800
RQ03164,2023-12-03 16:22:22.984451600,2023-12-03 19:13:21.492590000,2023-12-04 04:41:35.586249200,2023-12-04 08:39:55.367087600,2023-12-04 11:02:17.667101600,2023-12-04 13:28:54.738834800
RQ03165,2023-12-07 05:04:53.662577600,2023-12-07 08:18:49.395496400,2023-12-07 17:31:29.822312000,2023-12-07 21:48:56.902601599,2023-12-08 00:33:51.675484399,2023-12-08 03:27:07.704803599
RQ03166,2023-11-14 14:28:02.938846800,2023-11-14 17:58:52.835174399,2023-11-15 01:33:12.078622799,2023-11-15 05:46:18.997715999,2023-11-15 08:27:59.568454799,2023-11-15 11:03:22.798958399
RQ03167,2024-01-13 14:52:44.172891600,2024-01-13 18:28:18.967088400,2024-01-14 03:00:59.132287200,2024-01-14 07:11:24.431000400,2024-01-14 09:08:19.780552800,2024-01-14 11:15:42.483892800
RQ03168,2023-11-20 18:30:01.042340800,2023-11-20 21:48:50.882839600,2023-11-21 08:02:19.344138400,2023-11-21 12:42:33.433456000,2023-11-21 14:49:43.853110000,2023-11-21 17:44:12.489616000
